S,sigma_k,fit_slope,fit_intercept,fit_r2
0.0,0.009243444542886132,0.49489088804325965,0.0015999133343821542,0.9996458458462284
0.04,0.022508181434090058,0.49489088804325965,0.0015999133343821542,0.9996458458462284
0.1,0.0508499923753547,0.49489088804325965,0.0015999133343821542,0.9996458458462284
0.2,0.09994168736085392,0.49489088804325965,0.0015999133343821542,0.9996458458462284
0.4,0.19898310918152542,0.49489088804325965,0.0015999133343821542,0.9996458458462284
1.0,0.4968267415153584,0.49489088804325965,0.0015999133343821542,0.9996458458462284
